language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I1,s6959625,+,+,-,+,-,+,-,-,-,+,+,-,-,+,-,-,-,-,-,+,-,-,+
I1,s6946840,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-
I1,s6965786,+,+,-,+,-,+,-,-,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-
I1,s2764803,-,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,+
I1,s6959640,+,+,-,+,-,+,-,-,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-
I1,s6992056,+,+,-,+,-,+,-,+,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-
I1,s2764826,-,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-
I1,s7225432,+,+,-,+,+,+,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,-,-
I1,s3813627,-,+,+,+,-,+,-,-,-,+,+,-,-,-,-,+,+,+,+,+,-,+,+
I1,s2753592,-,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-
I1,s7307883,+,+,-,+,+,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+
I1,s3029528,-,+,-,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-
I1,s2813976,-,+,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-
I2,s4571405,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,+,-,+
I2,s914393,-,-,-,+,+,-,+,+,+,+,+,-,-,+,+,+,+,-,+,+,-,-,+
I2,s1429769,-,-,+,-,+,-,+,+,+,-,+,-,-,-,+,-,-,-,-,+,-,-,+
I2,s4576709,+,-,-,-,+,-,+,+,+,-,+,-,+,-,+,+,+,-,-,-,+,-,+
I2,s1429949,-,-,+,-,+,-,+,+,+,-,+,-,-,-,+,+,-,+,+,+,+,-,+
I2,s378225,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+
I2,s5624305,+,-,+,-,+,-,+,+,+,-,+,-,-,-,+,+,+,+,+,-,-,-,+
I2,s6157285,+,-,+,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+
I2,s390528,-,-,-,-,+,-,+,+,+,+,+,-,+,-,+,+,-,-,-,-,-,-,-
I2,s907233,-,-,-,+,+,-,+,+,+,-,+,-,+,+,+,+,+,+,-,-,-,-,+
I2,s350153,-,-,-,-,+,-,+,-,+,-,+,-,+,+,+,+,+,-,-,+,-,-,+
I2,s381393,-,-,-,-,+,-,+,+,+,-,+,-,-,-,+,+,+,-,+,-,-,-,+
I2,s910221,-,-,-,+,+,-,+,+,+,+,-,-,-,+,+,+,-,-,-,+,+,-,+
I2,s910829,-,-,-,+,+,-,+,+,+,+,-,-,+,-,+,+,+,+,-,+,+,-,+
I3,s1848871,-,-,+,+,+,-,-,-,-,+,+,-,+,+,-,-,-,+,-,-,+,+,+
I3,s1582695,-,-,+,+,-,-,-,-,-,+,-,-,+,+,-,-,+,+,-,-,+,+,+
I3,s1719847,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,+
I3,s1601251,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,+,+
I3,s1734375,-,-,+,+,-,+,-,-,+,+,+,-,+,+,-,+,+,+,-,-,+,+,+
I3,s1586855,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,-,-,+,+,+
