language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I1,s6583730,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,+,-,-,+,-
I1,s2389427,-,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,+,-,-,+,+
I1,s6584230,+,+,-,-,+,-,-,-,+,+,+,-,+,+,+,+,-,+,-,-,+,+,-
I1,s6583715,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,-,-,-,+,+
I1,s6583731,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,+,-,-,+,+
I1,s6583729,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,+,-,-,-,+
I1,s6583728,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,+,-,-,-,-
I1,s6585782,+,+,-,-,+,-,-,-,+,+,+,+,+,-,+,+,-,+,+,-,+,+,-
I2,s2152258,-,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,+,-
I2,s6346562,+,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,+,-
I2,s2152266,-,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,+,-,+,-
I2,s2152259,-,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,+,+
I2,s2152256,-,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,-,-
I2,s6346570,+,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,+,-,+,-
I2,s3184450,-,+,+,-,-,-,-,+,-,-,+,-,+,+,+,-,+,-,-,-,-,+,-
I2,s2152257,-,+,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,-,+
I3,s662226,-,-,-,+,-,+,-,-,-,-,+,+,-,+,-,+,+,-,+,-,-,+,-
I3,s170706,-,-,-,-,-,+,-,+,-,-,+,+,-,+,-,+,+,-,+,-,-,+,-
I3,s4856530,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,+,+,-,+,-,-,+,-
