language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I1,s3118358,-,+,-,+,+,+,+,+,-,-,+,-,+,-,+,-,-,-,+,-,+,+,-
I1,s7296534,+,+,-,+,+,+,+,-,+,-,+,-,+,+,-,-,-,-,+,-,+,+,-
I2,s4398340,+,-,-,-,-,+,+,-,-,-,+,+,+,-,+,-,-,-,-,-,+,-,-
I2,s103684,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,-,-,-,-,-,+,-,-
I3,s2379277,-,+,-,-,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,+,+,-,+
I3,s6560260,+,+,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,-
I4,s2470774,-,+,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,+,+,-,+,+,-
I4,s4079458,-,+,+,+,+,+,-,-,-,+,+,+,+,+,+,-,+,+,-,-,-,+,-
I4,s2765302,-,+,-,+,-,+,-,-,-,+,+,-,-,-,+,+,+,+,+,-,+,+,-
I5,s4191904,-,+,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,+,-,-,-,-,-
I5,s1533744,-,-,+,-,+,+,+,-,+,+,-,-,+,+,+,-,-,+,+,-,-,-,-
I5,s4155252,-,+,+,+,+,+,+,-,+,+,-,-,+,+,+,-,+,+,+,-,+,-,-
I6,s6924643,+,+,-,+,-,-,+,+,-,+,-,+,-,-,+,-,+,+,-,-,-,+,+
I6,s6925395,+,+,-,+,-,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,+,+
I6,s7334727,+,+,-,+,+,+,+,+,+,+,-,+,-,+,+,-,+,-,-,-,+,+,+
I7,s1259641,-,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,+,+,+,+,-,-,+
I7,s732283,-,-,-,+,-,+,+,-,-,+,-,+,+,-,-,-,+,+,+,+,-,+,+
I7,s228473,-,-,-,-,-,+,+,-,+,+,+,+,+,-,-,-,+,+,+,+,-,-,+
I8,s2699615,-,+,-,+,-,-,+,-,-,+,+,-,-,-,+,-,+,-,+,+,+,+,+
I8,s2433371,-,+,-,-,+,-,+,-,-,+,-,-,-,-,+,-,+,-,+,+,-,+,+
I8,s7290009,+,+,-,+,+,+,+,-,-,+,+,+,+,-,-,+,-,-,+,+,-,-,+
I9,s2276607,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+
I9,s2275426,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,+,+,-,-,-,+,-
I9,s2604375,-,+,-,-,+,+,+,+,-,+,+,+,+,-,+,-,+,-,+,-,+,+,+
I10,s2413142,-,+,-,-,+,-,-,+,+,-,+,-,-,+,-,-,+,-,+,-,+,+,-
I10,s2146951,-,+,-,-,-,-,-,+,+,-,-,-,-,+,-,+,-,-,-,-,+,+,+
I10,s2149119,-,+,-,-,-,-,-,+,+,-,-,+,-,+,-,+,+,+,+,+,+,+,+
I11,s3096040,-,+,-,+,+,+,+,-,-,+,+,+,+,-,+,+,+,+,-,+,-,-,-
I11,s6020585,+,-,+,+,-,+,+,+,+,-,+,+,+,-,+,+,+,+,-,+,-,-,+
I11,s2010620,-,-,+,+,+,+,-,+,-,+,-,+,+,-,+,+,+,+,+,+,+,-,-
I12,s230490,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,-,+,-
I12,s1554498,-,-,+,-,+,+,+,+,-,+,+,+,-,-,-,-,+,-,-,-,-,+,-
I12,s2003026,-,-,+,+,+,+,-,+,-,-,+,-,-,-,-,-,+,-,+,-,-,+,-
I13,s1652369,-,-,+,+,-,-,+,-,-,+,+,-,+,+,-,+,-,-,+,-,-,-,+
I13,s6052561,+,-,+,+,+,-,-,-,+,-,+,+,-,+,-,+,+,-,+,-,-,-,+
I13,s3701440,-,+,+,+,-,-,-,-,+,+,+,+,-,+,-,+,+,-,-,-,-,-,-
I14,s7377230,+,+,+,-,-,-,-,+,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-
I14,s5343106,+,-,+,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-
I14,s1345154,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,+,-
I15,s8171063,+,+,+,+,+,-,-,+,-,+,-,+,+,+,-,-,-,+,+,-,+,+,+
I15,s8137845,+,+,+,+,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,+,-,+
