language,label,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
I1,s3807211,-,+,+,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,+,+
I1,s3807210,-,+,+,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,+,-
I2,s3297016,-,+,+,-,-,+,-,-,+,-,-,+,+,+,-,+,+,+,+,+,-,-,-
I2,s3295482,-,+,+,-,-,+,-,-,+,-,-,+,-,-,-,+,+,+,+,+,-,+,-
I3,s3239113,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,-,+,-,-,+
I3,s5334217,+,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,-,-,+,-,-,+
I3,s7432393,+,+,+,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,+,-,-,+
I4,s2719248,-,+,-,+,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-
I4,s2850384,-,+,-,+,-,+,+,-,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-
I4,s6913552,+,+,-,+,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-
I5,s1042557,-,-,-,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,+,+,+,-,+
I5,s1042556,-,-,-,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,+,+,+,-,-
I5,s1042559,-,-,-,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,+,+,+,+,+
I6,s1264489,-,-,+,-,-,+,+,-,+,-,-,+,-,+,+,-,+,+,-,+,-,-,+
I6,s1723241,-,-,+,+,-,+,-,-,+,-,-,+,-,+,+,-,+,+,-,+,-,-,+
I6,s1182569,-,-,+,-,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,-,-,+
I7,s8052811,+,+,+,+,-,+,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,+,+
I7,s8052801,+,+,+,+,-,+,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+
I7,s8052809,+,+,+,+,-,+,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,-,+
I8,s6394846,+,+,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,-,+,+,+,+,-
I8,s6394652,+,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,+,+,+,-,-
I8,s6394782,+,+,-,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,+,+,+,+,-
I9,s6732306,+,+,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-
I9,s6597138,+,+,-,-,+,-,-,+,-,+,-,+,-,+,-,-,-,-,+,-,-,+,-
I9,s6695442,+,+,-,-,+,+,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,-
I10,s2868400,-,+,-,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,+,-,-,-,-
I10,s2867248,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-
I10,s3129520,-,+,-,+,+,+,+,+,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-
I11,s694895,-,-,-,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+,-,+,+,+,+
I11,s694891,-,-,-,+,-,+,-,+,-,-,+,+,-,+,-,-,+,+,-,+,-,+,+
I11,s703087,-,-,-,+,-,+,-,+,-,+,+,+,-,+,-,-,+,+,-,+,+,+,+
I12,s988487,-,-,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,-,+,+,+
I12,s1529159,-,-,+,-,+,+,+,-,+,-,+,-,+,-,+,-,+,-,-,-,+,+,+
I12,s1004870,-,-,-,+,+,+,+,-,+,-,+,-,+,-,+,-,+,-,-,-,+,+,-
I13,s3425875,-,+,+,-,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,-,-,+,+
I13,s3949123,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,+
I13,s3556947,-,+,+,-,+,+,-,-,+,-,-,-,+,+,-,-,+,-,+,-,-,+,+
I14,s1601325,-,-,+,+,-,-,-,-,+,+,-,+,+,+,+,-,-,+,-,+,+,-,+
I14,s3696421,-,+,+,+,-,-,-,-,+,+,-,-,+,+,+,-,-,+,-,-,+,-,+
I14,s3698469,-,+,+,+,-,-,-,-,+,+,-,+,+,+,+,-,-,+,-,-,+,-,+
I15,s211493,-,-,-,-,-,+,+,-,-,+,+,+,-,+,-,-,-,+,-,-,+,-,+
I15,s211508,-,-,-,-,-,+,+,-,-,+,+,+,-,+,-,-,-,+,+,-,+,-,-
I15,s2308660,-,+,-,-,-,+,+,-,-,+,+,+,-,+,-,-,-,+,+,-,+,-,-
