"Language_Name","Contrastive_Order_Id","Num_Contrastive_Features","Entropy","Num_Segments","Average_Path_Length","Sum_Balance","Worst_Average_Path_Length","Worst_Sum_Balance","Language_Norm_Sum_Balance","Language_Norm_Average_Path_Length"
"AO","O1",4,1.79175946922805,6,2.66666666666667,2,5,10,0.42,0.566666666666667
"AO","O2",4,1.79175946922805,6,3,6,5,10,0.42,0.566666666666667
"AO","O3",4,1.79175946922805,6,2.83333333333333,5,5,10,0.42,0.566666666666667
"AO","O4",4,1.79175946922805,6,3,6,5,10,0.42,0.566666666666667
"AO","O5",4,1.79175946922805,6,2.83333333333333,5,5,10,0.42,0.566666666666667
"AO","O6",4,1.79175946922805,6,2.66666666666667,2,5,10,0.42,0.566666666666667
"AO","O7",4,1.79175946922805,6,3,6,5,10,0.42,0.566666666666667
"AO","O8",4,1.79175946922805,6,2.66666666666667,2,5,10,0.42,0.566666666666667
"AO","O9",4,1.79175946922805,6,3,6,5,10,0.42,0.566666666666667
"AO","O10",4,1.79175946922805,6,2.66666666666667,2,5,10,0.42,0.566666666666667
"ARRERNTE","O1",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O2",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O3",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O4",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O5",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O6",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O7",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O8",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O9",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARRERNTE","O10",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"Abau","O1",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Abau","O2",3,1.6094379124341,5,2.6,3,4,6,0.4,0.62
"Abau","O3",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Abau","O4",3,1.6094379124341,5,2.6,3,4,6,0.4,0.62
"Abau","O5",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Abau","O6",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Abau","O7",3,1.6094379124341,5,2.6,3,4,6,0.4,0.62
"Abau","O8",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Abau","O9",3,1.6094379124341,5,2.6,3,4,6,0.4,0.62
"Abau","O10",3,1.6094379124341,5,2.4,2,4,6,0.4,0.62
"Adioukrou","O1",4,1.94591014905531,7,3,5,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O2",4,1.94591014905531,7,2.85714285714286,2,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O3",4,1.94591014905531,7,3,5,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O4",4,1.94591014905531,7,3.28571428571429,7,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O5",4,1.94591014905531,7,3,5,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O6",4,1.94591014905531,7,3,5,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O7",4,1.94591014905531,7,2.85714285714286,2,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O8",4,1.94591014905531,7,3,5,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O9",4,1.94591014905531,7,2.85714285714286,2,6,15,0.266666666666667,0.495238095238095
"Adioukrou","O10",4,1.94591014905531,7,2.85714285714286,2,6,15,0.266666666666667,0.495238095238095
"Ainu","O1",3,1.6094379124341,5,2.4,2,4,6,0.35,0.605
"Ainu","O2",3,1.6094379124341,5,2.4,2,4,6,0.35,0.605
"Ainu","O3",3,1.6094379124341,5,2.4,2,4,6,0.35,0.605
"Ainu","O4",3,1.6094379124341,5,2.6,3,4,6,0.35,0.605
