"Language_Name","Contrastive_Order_Id","Num_Contrastive_Features","Entropy","Num_Segments","Average_Path_Length","Sum_Balance","Worst_Average_Path_Length","Worst_Sum_Balance","Language_Norm_Sum_Balance","Language_Norm_Average_Path_Length"
"ACHUMAWI","O1",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O2",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O3",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O4",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O5",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O6",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O7",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O8",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O9",3,1.38629436111989,4,2.25,3,3,3,0.9,0.741666666666667
"ACHUMAWI","O10",3,1.38629436111989,4,2,0,3,3,0.9,0.741666666666667
"AKAWAIO","O1",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O2",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O3",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O4",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O5",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O6",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O7",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O8",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O9",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AKAWAIO","O10",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"AMELE","O1",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O2",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O3",3,1.6094379124341,5,2.6,3,4,6,0.383333333333333,0.615
"AMELE","O4",3,1.6094379124341,5,2.6,3,4,6,0.383333333333333,0.615
"AMELE","O5",3,1.6094379124341,5,2.6,3,4,6,0.383333333333333,0.615
"AMELE","O6",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O7",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O8",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O9",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMELE","O10",3,1.6094379124341,5,2.4,2,4,6,0.383333333333333,0.615
"AMO","O1",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O2",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O3",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O4",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O5",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O6",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O7",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O8",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O9",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AMO","O10",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"ANDAMANESE","O1",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O2",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O3",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O4",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O5",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O6",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O7",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O8",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O9",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANDAMANESE","O10",2,1.38629436111989,4,2,0,3,3,0,0.666666666666667
"ANGAATIHA","O1",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O2",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O3",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O4",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O5",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O6",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O7",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O8",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O9",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ANGAATIHA","O10",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O1",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O2",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O3",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O4",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O5",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O6",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O7",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O8",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O9",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"AO","O10",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"ARABELA","O1",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O2",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O3",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O4",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O5",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O6",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O7",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O8",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O9",1,0.693147180559945,2,1,0,1,0,NA,1
"ARABELA","O10",1,0.693147180559945,2,1,0,1,0,NA,1
"AUCA","O1",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O2",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O3",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O4",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O5",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O6",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O7",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O8",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O9",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AUCA","O10",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O1",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O2",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O3",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O4",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O5",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O6",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O7",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O8",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O9",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"AZANDE","O10",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
"Abau","O1",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O2",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O3",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O4",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O5",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O6",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O7",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O8",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O9",1,0.693147180559945,2,1,0,1,0,NA,1
"Abau","O10",1,0.693147180559945,2,1,0,1,0,NA,1
"Abidji","O1",3,1.79175946922805,6,2.66666666666667,2,5,10,0.2,0.533333333333333
