"Language_Name","Contrastive_Order_Id","Num_Contrastive_Features","Entropy","Num_Segments","Average_Path_Length","Sum_Balance","Worst_Average_Path_Length","Worst_Sum_Balance","Language_Norm_Sum_Balance","Language_Norm_Average_Path_Length"
"I1","O1",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O2",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O3",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O4",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O5",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O6",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O7",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O8",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O9",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I1","O10",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O1",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O2",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O3",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O4",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O5",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O6",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O7",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O8",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O9",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I10","O10",2,1.09861228866811,3,1.66666666666667,1,2,1,1,0.833333333333333
"I100","O1",5,1.94591014905531,7,3,5,6,15,0.373333333333333,0.509523809523809
"I100","O2",4,1.94591014905531,7,3,5,6,15,0.373333333333333,0.509523809523809
"I100","O3",5,1.94591014905531,7,3,5,6,15,0.373333333333333,0.509523809523809
